FI;fi_lib;dep;reg;MCO;CANCERO;UNV;avc;sarcome;cancer;weight_avc;weight_sarcome;weight_cancer;weight_dep;weight_reg;weight_fr;weight_k_reg;weight_s_reg
640018206;CAPIO CLINIQUE BELHARRA;64;75;32222;7024;0;0;0;1;0;0;13;131;130;118;134;0
640780268;CLINIQUE DELAY;64;75;9685;0;0;0;0;0;0;0;0;39;39;35;0;0
640780490;CAPIO CLINIQUE AGUILERA;64;75;15718;846;0;0;0;1;0;0;2;64;63;58;16;0
640780557;CENTRE MEDICAL TOKI EDER;64;75;213;0;0;0;0;0;0;0;0;0;0;0;0;0
640780623;CENTRE MEDICAL ANNIE ENIA;64;75;268;0;0;0;0;0;0;0;0;1;1;0;0;0
640780672;CLINIQUE DE MEDECINE PHYSIQUE MARIENIA;64;75;544;0;0;0;0;0;0;0;0;2;2;2;0;0
640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;64;75;930;0;0;0;0;0;0;0;0;3;3;3;0;0
640780938;POLYCLINIQUE MARZET;64;75;22040;7628;0;0;0;1;0;0;14;89;89;81;145;0
640780946;POLYCLINIQUE DE NAVARRE;64;75;17995;1440;0;0;0;1;0;0;3;73;73;66;27;0
640780987;CLINIQUE D'ORTHEZ;64;75;2388;124;0;0;0;1;0;0;0;9;9;8;2;0
640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;64;75;4628;0;0;0;0;0;0;0;0;18;18;17;0;0
640781308;CLINIQUE PRINCESS;64;75;2865;0;0;0;0;0;0;0;0;11;11;10;0;0
640787156;CLINIQUE DE LA FONDATION LURO;64;75;919;0;0;0;0;0;0;0;0;3;3;3;0;0
650000045;CENTRE HOSPITALIER DE LOURDES;65;76;7674;655;0;0;0;1;0;0;1;95;32;28;14;0
650000052;CENTRE HOSPITALIER BAGNERES DE BIGORRE;65;76;1002;0;0;0;0;0;0;0;0;12;4;3;0;0
650000417;CENTRE HOSPITALIER DE BIGORRE;65;76;38546;2936;564;0;0;1;0;0;5;481;161;142;63;0
650002579;CLINIQUE ORMEAU PYRENEES;65;76;11473;685;0;0;0;1;0;0;1;143;48;42;14;0
650780182;HOP JACQUES FOURCADE VIC EN BIGORRE;65;76;202;0;0;0;0;0;0;0;0;2;0;0;0;0
650780679;POLYCLINIQUE DE L'ORMEAU;65;76;14340;6495;0;0;0;1;0;0;12;179;60;52;140;0
650784218;CMC HOPITAUX DE LANNEMEZAN;65;76;6749;0;0;0;0;0;0;0;0;84;28;24;0;0
660000084;CH SAINT JEAN;66;76;73818;13320;1673;0;0;1;0;0;25;428;310;272;287;0
660000167;CH PRADES;66;76;354;0;0;0;0;0;0;0;0;2;1;1;0;0
660006305;CLINIQUE MUTUALISTE CATALANE;66;76;19118;203;0;0;0;1;0;0;0;111;80;70;4;0
660009689;GCS POLE SANITAIRE CERDAN;66;76;263;0;0;0;0;0;0;0;0;1;1;0;0;0
660780628;CLINIQUE DU VALLESPIR;66;76;4859;0;0;0;0;0;0;0;0;28;20;17;0;0
660780669;CLINIQUE NOTRE DAME D'ESPERANCE;66;76;5788;0;0;0;0;0;0;0;0;33;24;21;0;0
660780776;CLINIQUE SAINT MICHEL;66;76;4289;0;0;0;0;0;0;0;0;24;18;15;0;0
660780784;CLINIQUE ST PIERRE;66;76;37175;10617;0;0;0;1;0;0;20;215;156;137;228;0
660790387;POLYCLINIQUE ST ROCH;66;76;26557;1340;0;0;0;1;0;0;2;154;111;98;28;0
670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;67;44;98423;16424;0;0;0;1;0;0;31;167;396;363;345;0
670000033;CRLCC -PAUL STRAUSS-;67;44;57753;53368;0;0;1;1;0;30;99;98;232;213;1121;348
670000082;CLINIQUE ADASSA;67;44;13771;740;0;0;0;1;0;0;1;23;55;50;15;0
670000157;CENTRE HOSPITALIER DE HAGUENAU;67;44;36775;2004;0;0;0;1;0;0;4;62;148;135;42;0
670000165;CH SAINTE-CATHERINE DE SAVERNE;67;44;16916;1460;0;0;0;1;0;0;3;28;68;62;30;0
670000215;HOPITAL DU NEUENBERG;67;44;1199;0;0;0;0;0;0;0;0;2;4;4;0;0
670000272;CH INTERCOMMUNAL DE LA LAUTER;67;44;5661;0;0;0;0;0;0;0;0;9;22;20;0;0
670000306;CENTRE HOSPITALIER D?PARTEMENTAL;67;44;1657;0;0;0;0;0;0;0;0;2;6;6;0;0
670000397;CENTRE HOSPITALIER DE SELESTAT;67;44;14791;1466;0;0;0;1;0;0;3;25;59;54;30;0
670000405;HOPITAL CIVIL D'OBERNAI;67;44;972;0;0;0;0;0;0;0;0;1;3;3;0;0
670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;67;44;28587;0;0;0;0;0;0;0;0;48;115;105;0;0
670009109;CENTRE DE CHIR ORTHOP ET DE LA MAIN;67;44;5941;0;0;0;0;0;0;0;0;10;23;21;0;0
670013325;CTRE AUTONOME D'ENDOSC DIGESTIVE AMBUL;67;44;3909;0;0;0;0;0;0;0;0;6;15;14;0;0
670013341;ENDOSAV;67;44;1809;0;0;0;0;0;0;0;0;3;7;6;0;0
670013895;CENTRE D'AUTODIALYSE AURAL SAVERNE;67;44;4334;0;0;0;0;0;0;0;0;7;17;15;0;0
670014042;HOPITAL DE JOUR GERIATRIQUE;67;44;628;0;0;0;0;0;0;0;0;1;2;2;0;0
670014455;CENTRE D'HEMODIALYSE HAUTEPIERRE AURAL;67;44;1483;0;0;0;0;0;0;0;0;2;5;5;0;0
670016237;CLINIQUE SAINTE ODILE;67;44;21387;552;0;0;0;1;0;0;1;36;86;78;11;0
670017862;GCS CLINIQUE DES DIACONESSES;67;44;8236;96;0;0;0;1;0;0;0;14;33;30;2;0
670780113;CMCO;67;44;8562;0;0;0;0;0;0;0;0;14;34;31;0;0
670780162;CLINIQUE DES DIACONESSES;67;44;9451;113;0;0;0;1;0;0;0;16;38;34;2;0
670780170;CLINIQUE DE L'ORANGERIE;67;44;25939;10252;0;0;0;1;0;0;19;44;104;95;215;0
670780188;CLINIQUE SAINTE-BARBE;67;44;11659;394;0;0;0;1;0;0;1;19;46;43;8;0
670780212;CLINIQUE SAINTE-ANNE;67;44;47569;11502;0;0;0;1;0;0;21;80;191;175;241;0
670780378;CLINIQUE SAINT-FRAN?OIS;67;44;16041;441;0;0;0;1;0;0;1;27;64;59;9;0
670780386;CLINIQUE SAINTE-ODILE HAGUENAU;67;44;10326;421;0;0;0;1;0;0;1;17;41;38;8;0
670781574;AURAL SIEGE SOCIAL DE STRASBOURG;67;44;13708;0;0;0;0;0;0;0;0;23;55;50;0;0
670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;67;44;2810;0;0;0;0;0;0;0;0;4;11;10;0;0
670783273;HOPITAL DE HAUTEPIERRE;67;44;77093;9937;1925;0;0;1;0;0;19;131;310;284;208;0
670795921;UNITE AUTODIALYSE AURAL HAGUENAU;67;44;20617;0;0;0;0;0;0;0;0;35;83;76;0;0
670797539;CLINIQUE DE LA TOUSSAINT;67;44;2048;3;0;0;0;1;0;0;0;3;8;7;0;0
670798636;CLINIQUE SAINT-LUC;67;44;3420;186;0;0;0;1;0;0;0;5;13;12;3;0
670799667;AURAL - CLINIQUE SAINTE ANNE;67;44;14467;0;0;0;0;0;0;0;0;24;58;53;0;0
680000122;HOPITAL DE CERNAY;68;44;835;0;0;0;0;0;0;0;0;2;3;3;0;0
680000320;CLINIQUE DIACONAT FONDERIE;68;44;21857;452;0;0;0;1;0;0;1;59;88;80;9;0
680000338;CENTRE DE DIALYSE DIAVERUM;68;44;20758;0;0;0;0;0;0;0;0;56;83;76;0;0
680000494;CLINIQUE DIACONAT ROOSEVELT;68;44;23405;679;0;0;0;1;0;0;1;64;94;86;14;0
680000544;CENTRE HOSPITALIER D'ALTKIRCH;68;44;6514;429;0;0;0;1;0;0;1;17;26;24;9;0
680000577;CENTRE HOSPITALIER DE PFASTATT;68;44;3145;0;0;0;0;0;0;0;0;8;12;11;0;0
680000601;HOPITAL DE THANN;68;44;5562;311;0;0;0;1;0;0;1;15;22;20;6;0
680000627;HOPITAL DU HASENRAIN;68;44;11897;556;0;0;0;1;0;0;1;32;47;43;11;0
680000684;HOPITAL LOUIS PASTEUR;68;44;87447;31551;561;0;0;1;0;0;59;239;352;322;663;0
680000700;CENTRE HOSPITALIER DE GUEBWILLER;68;44;3857;0;0;0;0;0;0;0;0;10;15;14;0;0
680000874;CENTRE HOSPITALIER DE ROUFFACH;68;44;855;0;0;0;0;0;0;0;0;2;3;3;0;0
680000882;CLINIQUE DU DIACONAT COLMAR;68;44;1319;0;0;0;0;0;0;0;0;3;5;4;0;0
680001195;HOPITAL ALBERT SCHWEITZER;68;44;18032;329;0;0;0;1;0;0;1;49;72;66;6;0
680001245;CENTRE MERE ENFANT -LE PARC-;68;44;12068;425;0;0;0;1;0;0;1;32;48;44;8;0
680004546;HOPITAL EMILE MULLER;68;44;99528;42749;477;0;0;1;0;0;80;272;401;367;898;0
680004553;MAISON MEDICALE POUR PERSONNES AGEES;68;44;1856;0;0;0;0;0;0;0;0;5;7;6;0;0
680004579;CENTRE POUR PERSONNES AGEES;68;44;2552;2;0;0;0;1;0;0;0;6;10;9;0;0
680010824;UNITE AUTODIALYSE AURAL COLMAR;68;44;16878;0;0;0;0;0;0;0;0;46;68;62;0;0
680013778;UNITE AUTODIALYSE AURAL MULHOUSE;68;44;18145;0;0;0;0;0;0;0;0;49;73;66;0;0
680020088;NOUVELLE CLINIQUE DES TROIS FRONTIERES;68;44;9189;1039;0;0;0;1;0;0;2;25;37;33;21;0
690000013;CH MONTGELAS;69;84;5285;0;0;0;0;0;0;0;0;5;17;19;0;0
690000021;CH DE SAINTE FOY L?S LYON;69;84;3001;0;0;0;0;0;0;0;0;3;9;11;0;0
690000047;CH DE CONDRIEU;69;84;343;0;0;0;0;0;0;0;0;0;1;1;0;0
690000088;CH LE VINATIER;69;84;210;0;0;0;0;0;0;0;0;0;0;0;0;0
690000245;HOPITAL DE FOURVIERE;69;84;2091;0;0;0;0;0;0;0;0;2;6;7;0;0
690000427;CTRE M?DICO-CHIR R?ADAPT DES MASSUES;69;84;2471;0;0;0;0;0;0;0;0;2;8;9;0;0
690000575;HOPITAL NORD OUEST - VILLEFRANCHE;69;84;39231;6066;672;0;0;1;0;0;11;40;127;144;87;0
690000583;CH DE BELLEVILLE;69;84;310;0;0;0;0;0;0;0;0;0;1;1;0;0
690000591;CH DE BEAUJEU;69;84;272;0;0;0;0;0;0;0;0;0;0;1;0;0
690000609;CH DE COURS LA VILLE;69;84;151;0;0;0;0;0;0;0;0;0;0;0;0;0
690000617;HOPITAL DE GRANDRIS HAUTE AZERGUES;69;84;393;0;0;0;0;0;0;0;0;0;1;1;0;0
690000625;H?PITAL NORD OUEST - TARARE;69;84;5375;0;0;0;0;0;0;0;0;5;17;19;0;0
690000633;CH DE THIZY;69;84;176;0;0;0;0;0;0;0;0;0;0;0;0;0
690000773;CH G?RIATRIQUE DU MONT D'OR;69;84;906;0;0;0;0;0;0;0;0;0;2;3;0;0
690000880;CENTRE LEON BERARD;69;84;103790;91348;0;0;1;1;0;77;170;106;337;383;1317;456
690007539;HOPITAL FEMME MERE ENFANT;69;84;48419;1939;0;0;0;1;0;0;4;49;157;178;27;0
690019849;IHOP;69;84;2875;1667;0;0;0;1;0;0;3;2;9;10;24;0
690022108;CTRE DE DIALYSE BAYARD CLIN DU TONKIN;69;84;15113;0;0;0;0;0;0;0;0;15;49;55;0;0
690022959;HOPITAL PRIVE NATECIA;69;84;12788;238;0;0;0;1;0;0;0;13;41;47;3;0
690023239;CLINIQUE DU PARC LYON;69;84;18067;0;0;0;0;0;0;0;0;18;58;66;0;0
690023411;HOPITAL PRIVE JEAN MERMOZ;69;84;55479;12553;0;0;0;1;0;0;23;57;180;204;181;0
690029186;ENDO LYON SUD OUEST;69;84;2597;0;0;0;0;0;0;0;0;2;8;9;0;0
690780093;HIA DESGENETTES;69;84;9562;533;0;0;0;1;0;0;1;9;31;35;7;0
690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;69;84;609;0;0;0;0;0;0;0;0;0;1;2;0;0
690780200;CLINIQUE ?MILIE DE VIALAR;69;84;1818;0;0;0;0;0;0;0;0;1;5;6;0;0
690780226;CLINIQUE DE LA PART-DIEU;69;84;2601;0;0;0;0;0;0;0;0;2;8;9;0;0
690780259;CLINIQUE SAINT CHARLES LYON;69;84;8101;0;0;0;0;0;0;0;0;8;26;29;0;0
690780358;CLINIQUE DU VAL D'OUEST VEND?ME;69;84;24856;686;0;0;0;1;0;0;1;25;80;91;9;0
690780366;CLINIQUE CHARCOT;69;84;17418;4136;0;0;0;1;0;0;8;17;56;64;59;0
690780382;CLINIQUE DU GRAND LARGE;69;84;7117;214;0;0;0;1;0;0;0;7;23;26;3;0
690780390;POLYCLINIQUE LYON-NORD;69;84;15798;1647;0;0;0;1;0;0;3;16;51;58;23;0
690780416;GPE HOSP MUT LES PORTES DU SUD;69;84;19456;1599;0;0;0;1;0;0;3;20;63;71;23;0
690780499;NEPHROCARE TASSIN-CHARCOT;69;84;40525;0;0;0;0;0;0;0;0;41;131;149;0;0
690780648;CLINIQUE DE LA SAUVEGARDE;69;84;31232;6381;0;0;0;1;0;0;12;32;101;115;92;0
690780655;HOPITAL PRIVE DE L'EST LYONNAIS;69;84;9356;598;0;0;0;1;0;0;1;9;30;34;8;0
690780663;CLINIQUE TRENEL;69;84;16175;2914;0;0;0;1;0;0;5;16;52;59;42;0
690781737;P?LE G?RONTO CX ROUGE LES CHARMETTES;69;84;1336;0;0;0;0;0;0;0;0;1;4;4;0;0
690781836;CLINIQUE MUTUALISTE DE LYON;69;84;12076;1592;0;0;0;1;0;0;3;12;39;44;22;0
690782834;CLINIQUE DU TONKIN;69;84;49944;1378;0;0;0;1;0;0;3;51;162;184;19;0
690783154;H?PITAL ?DOUARD HERRIOT;69;84;79088;3469;0;0;0;1;0;0;6;81;257;291;50;0
690784137;CH LYON SUD;69;84;119787;55759;0;0;0;1;0;0;104;123;389;442;804;0
690784152;H?PITAL DE LA CROIX-ROUSSE;69;84;51355;6982;0;0;0;1;0;0;13;52;167;189;100;0
690784178;H?PITAL NEUROLOGIQUE PIERRE WERTHEIMER;69;84;21501;1977;1804;0;0;1;0;0;4;22;69;79;28;0
690784186;H?P CARDIO-VASC ET PNEUMO LOUIS PRADEL;69;84;25053;2439;0;0;0;1;0;0;5;25;81;92;35;0
690784194;H?PITAL DES CHARPENNES;69;84;3126;0;269;0;0;0;0;0;0;3;10;11;0;0
690784202;H?PITAL HENRY GABRIELLE;69;84;1404;0;0;0;0;0;0;0;0;1;4;5;0;0
690787429;HOP G?RIATR DR FR?D?RIC DUGOUJON;69;84;502;0;0;0;0;0;0;0;0;0;1;1;0;0
690787452;H?P G?RIATRIQUE ANTOINE CHARIAL;69;84;1654;0;0;0;0;0;0;0;0;1;5;6;0;0
690787478;H?P G?RIATRIQUE PIERRE GARRAUD;69;84;49;0;0;0;0;0;0;0;0;0;0;0;0;0
690791082;CLINIQUE LES BRUYERES;69;84;592;0;0;0;0;0;0;0;0;0;1;2;0;0
690793468;INFIRMERIE PROTESTANTE;69;84;24916;4794;0;0;0;1;0;0;9;25;81;91;69;0
690805361;CH ST JOSEPH ST LUC;69;84;34743;1215;0;0;0;1;0;0;2;35;113;128;17;0
690807367;POLYCLINIQUE DU BEAUJOLAIS;69;84;16840;2030;0;0;0;1;0;0;4;17;54;62;29;0
690807599;CLINIQUE DE L'UNION;69;84;2172;0;0;0;0;0;0;0;0;2;7;8;0;0
700000011;CH VAL DE SAONE PIERRE VITTER GRAY;70;27;3005;0;0;0;0;0;0;0;0;52;26;11;0;0
700000029;GH HAUTE SAONE SITE VESOUL;70;27;39053;4842;0;0;0;1;0;0;9;684;343;144;201;0
700780059;GH HAUTE SAONE SITE LUXEUIL;70;27;637;12;0;0;0;1;0;0;0;11;5;2;0;0
700780174;CLINIQUE ST MARTIN;70;27;6622;0;0;0;0;0;0;0;0;116;58;24;0;0
700780208;GH HAUTE SAONE SITE LURE;70;27;7726;6;0;0;0;1;0;0;0;135;67;28;0;0
710006859;POLYCLINIQUE DU VAL DE SAONE;71;27;16195;3634;0;0;0;1;0;0;7;79;142;59;151;0
710010067;CH PARAY LE MONIAL LES CHARMES;71;27;16466;1240;0;0;0;1;0;0;2;80;144;60;51;0
710010786;CH AUTUN SITE PARPAS;71;27;4856;0;0;0;0;0;0;0;0;23;42;17;0;0
710780917;HOPITAL PRIVE SAINTE MARIE;71;27;34101;9803;0;0;0;1;0;0;18;166;300;125;408;0
710781410;CLINIQUE DU PARC;71;27;4494;0;0;0;0;0;0;0;0;21;39;16;0;0
710781824;CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL;71;27;5542;0;0;0;0;0;0;0;0;27;48;20;0;0
710978107;HOPITAL LOCAL CHAGNY;71;27;290;0;0;0;0;0;0;0;0;1;2;1;0;0
710978123;HOPITAL LOCAL DE LA CLAYETTE;71;27;347;0;0;0;0;0;0;0;0;1;3;1;0;0
710978131;HOPITAL LOCAL CLUNY;71;27;204;0;0;0;0;0;0;0;0;0;1;0;0;0
710978156;HOPITAL LOCAL BRESSE LOUHANNAISE;71;27;368;0;0;0;0;0;0;0;0;1;3;1;0;0
710978180;HOPITAL LOCAL BELNAY TOURNUS;71;27;347;0;0;0;0;0;0;0;0;1;3;1;0;0
710978230;CENTRE HOSPITALIER SPECIALISE SEVREY;71;27;86;0;0;0;0;0;0;0;0;0;0;0;0;0
710978255;CH ALIGRE BOURBON LANCY;71;27;406;0;0;0;0;0;0;0;0;1;3;1;0;0
710978263;CH WILLIAM MOREY CHALON SUR SAONE;71;27;47969;6802;775;0;0;1;0;0;13;234;422;177;283;0
710978289;CH LES CHANAUX MACON;71;27;42270;4413;0;0;0;1;0;0;8;206;371;156;183;0
710978313;CENTRE HOSPITALIER JEAN BOUVERI;71;27;17126;5010;0;0;0;1;0;0;9;83;150;63;208;0
710978347;HOTEL DIEU DU CREUSOT;71;27;13653;627;0;0;0;1;0;0;1;66;120;50;26;0
720000033;CENTRE HOSPITALIER DU MANS;72;52;95129;12311;889;0;0;1;0;0;23;475;679;351;365;0
720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;72;52;1324;0;0;0;0;0;0;0;0;6;9;4;0;0
720000199;CLINIQUE DU PRE;72;52;22190;995;0;0;0;1;0;0;2;110;158;81;29;0
720000231;CLINIQUE DU TERTRE ROUGE;72;52;4637;245;0;0;0;1;0;0;0;23;33;17;7;0
720000249;CLINIQUE VICTOR HUGO;72;52;20712;17817;0;0;0;1;0;0;33;103;148;76;529;0
720000389;CENTRE MEDICAL G. COULON-LE GRAND LUC?;72;52;549;0;0;0;0;0;0;0;0;2;3;2;0;0
720000470;CENTRE HOSPITALIER MAMERS;72;52;2699;0;0;0;0;0;0;0;0;13;19;9;0;0
720000520;CENTRE HOSPITALIER ST CALAIS;72;52;1435;0;0;0;0;0;0;0;0;7;10;5;0;0
720001437;CENTRE HOSPITALIER LA FERTE BERNARD;72;52;5077;101;0;0;0;1;0;0;0;25;36;18;3;0
720016179;POLE SANTE SARTHE ET LOIR;72;52;12287;170;0;0;0;1;0;0;0;61;87;45;5;0
720017748;CENTRE MEDICO-CHIRURGICAL DU MANS;72;52;33971;1513;0;0;0;1;0;0;3;169;242;125;44;0
730000031;CHMS CHAMBERY NH;73;84;93113;33399;816;0;0;1;0;0;62;536;303;343;481;0
730000049;CH DE MOUTIERS;73;84;733;1;0;0;0;1;0;0;0;4;2;2;0;0
730000080;CH DE SAINT JEAN DE MAURIENNE;73;84;6844;641;0;0;0;1;0;0;1;39;22;25;9;0
730000098;CHMS AIX GRAND PORT;73;84;7622;906;0;0;0;1;0;0;2;43;24;28;13;0
730000247;CH DE BOURG ST MAURICE;73;84;5827;0;0;0;0;0;0;0;0;33;18;21;0;0
730000262;CH D'ALBERTVILLE;73;84;14673;571;0;0;0;1;0;0;1;84;47;54;8;0
730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;73;84;36829;8096;0;0;0;1;0;0;15;212;119;135;116;0
730780459;CLINIQUE HERBERT;73;84;4997;0;0;0;0;0;0;0;0;28;16;18;0;0
730783644;CHMS AIX REINE HORTENSE;73;84;2761;0;0;0;0;0;0;0;0;15;8;10;0;0
740000237;CH ANNECY-GENEVOIS SITE ANNECY;74;84;86197;24306;679;0;0;1;0;0;45;344;280;318;350;0
740000286;CH DUFRESNE SOMMEILLER;74;84;329;0;0;0;0;0;0;0;0;1;1;1;0;0
740000294;HOPITAL GABRIEL DEPLANTE;74;84;894;0;0;0;0;0;0;0;0;3;2;3;0;0
740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;74;84;11652;485;0;0;0;1;0;0;1;46;37;43;6;0
740000328;HOPITAUX DU LEMAN;74;84;34242;2857;0;0;0;1;0;0;5;136;111;126;41;0
740014345;H?PITAL PRIV? PAYS DE SAVOIE;74;84;26504;2252;0;0;0;1;0;0;4;105;86;97;32;0
740780192;CENTRE MEDICAL DE PRAZ COUTANT;74;84;2539;1962;0;0;0;1;0;0;4;10;8;9;28;0
740780416;CLINIQUE D'ARGONAY;74;84;15592;871;0;0;0;1;0;0;2;62;50;57;12;0
740780424;CLINIQUE GENERALE;74;84;21049;5312;0;0;0;1;0;0;10;84;68;77;76;0
740780440;CLINIQUE DES GRANDES ALPES;74;84;56;0;0;0;0;0;0;0;0;0;0;0;0;0
740781141;CENTRE HOSPITALIER ALPES LEMAN;74;84;32814;4685;468;0;0;1;0;0;9;130;106;121;67;0
740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;74;84;91;0;0;0;0;0;0;0;0;0;0;0;0;0
740781224;H?PITAUX DU MONT BLANC SITE SALLANCHES;74;84;18532;454;0;0;0;1;0;0;1;73;60;68;6;0
750000481;CHNO DES QUINZE VINGTS PARIS;75;11;20343;80;0;0;0;1;0;0;0;12;42;75;0;0
750000499;CHS SAINTE ANNE;75;11;11807;432;1762;0;0;1;0;0;1;7;24;43;4;0
750000523;GROUPE HOSPITALIER PARIS SAINT JOSEPH;75;11;60065;8351;1398;0;0;1;0;0;16;37;124;221;85;0
750000549;FONDATION OPHTALMOLOGIQUE ROTHSCHILD;75;11;28331;409;879;0;0;1;0;0;1;17;58;104;4;0
750041543;HU PARIS NORD SITE BRETONNEAU APHP;75;11;2450;0;0;0;0;0;0;0;0;1;5;9;0;0
750055287;AURA PARIS PLAISANCE;75;11;46458;0;0;0;0;0;0;0;0;28;96;171;0;0
750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;75;11;4890;0;0;0;0;0;0;0;0;3;10;18;0;0
750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;75;11;48380;0;1178;0;0;0;0;0;0;30;100;178;0;0
750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;75;11;104777;61496;0;0;1;1;0;21;115;65;217;386;631;151
750100083;HU EST PARISIEN SITE ROTHSCHILD APHP;75;11;2356;0;0;0;0;0;0;0;0;1;4;8;0;0
750100091;HU EST PARISIEN SITE ST ANTOINE APHP;75;11;68425;18366;911;0;0;1;0;0;34;42;142;252;188;0
750100109;HU EST PARISIEN SITE TROUSSEAU APHP;75;11;30796;1830;0;0;0;1;0;0;3;19;64;113;18;0
750100125;HU PITIE SALPETRIERE APHP;75;11;169573;51359;1027;0;1;1;0;3;96;105;352;625;527;126
750100166;HU PARIS CENTRE SITE COCHIN APHP;75;11;101210;13973;0;0;1;1;0;54;26;62;210;373;143;34
750100208;HU NECKER ENFANTS MALADES APHP;75;11;68685;4771;0;0;0;1;0;0;9;42;142;253;49;0
750100216;HU PARIS OUEST SITE VAUGIRARD APHP;75;11;592;0;0;0;0;0;0;0;0;0;1;2;0;0
750100232;HU PARIS NORD SITE BICHAT APHP;75;11;68108;4717;1000;0;0;1;0;0;9;42;141;251;48;0
750100273;HU EST PARISIEN SITE TENON APHP;75;11;86771;33100;0;0;1;1;0;2;62;53;180;320;339;81
750100299;HU PARIS IDF SITE SAINTE PERINE APHP;75;11;1394;0;0;0;0;0;0;0;0;0;2;5;0;0
750120016;HIA DU VAL DE GRACE;75;11;1190;2;0;0;0;1;0;0;0;0;2;4;0;0
750150013;HOPITAL PIERRE ROUQUES LES BLUETS;75;11;6547;0;0;0;0;0;0;0;0;4;13;24;0;0
750150104;INSTITUT MUTUALISTE MONTSOURIS;75;11;39924;6810;0;0;0;1;0;0;13;24;83;147;69;0
750150146;HOPITAL LEOPOLD BELLAN;75;11;2346;0;0;0;0;0;0;0;0;1;4;8;0;0
750150187;MAISON MEDICALE JEANNE GARNIER;75;11;1195;0;0;0;0;0;0;0;0;0;2;4;0;0
750150237;HOPITAL DE LA CROIX SAINT-SIMON;75;11;17396;509;0;0;0;1;0;0;1;10;36;64;5;0
750150252;CLINIQUE MED. PEDAGOGIQUE EDOUARD RIST;75;11;20211;0;0;0;0;0;0;0;0;12;42;74;0;0
750150260;HOPITAL DES DIACONESSES;75;11;17756;7063;0;0;0;1;0;0;13;11;36;65;72;0
750150286;HOPITAL JEAN JAURES;75;11;534;0;0;0;0;0;0;0;0;0;1;1;0;0
750150344;HOPITAL PRIVE COGNACQ JAY;75;11;479;0;0;0;0;0;0;0;0;0;0;1;0;0
750150377;HOPITAL HENRY DUNANT;75;11;652;0;0;0;0;0;0;0;0;0;1;2;0;0
750160012;CLCC INSTITUT CURIE;75;11;94577;85536;0;0;1;1;0;20;159;58;196;349;878;210
750300014;CLINIQUE MEDICO CHIRURGICALE DU LOUVRE;75;11;13404;15;0;0;0;1;0;0;0;8;27;49;0;0
750300071;CLINIQUE GEOFFROY SAINT HILAIRE;75;11;24644;708;0;0;0;1;0;0;1;15;51;90;7;0
750300089;CLINIQUE DU SPORT;75;11;6439;0;0;0;0;0;0;0;0;3;13;23;0;0
750300097;INSTITUT ARTHUR VERNES;75;11;4631;163;0;0;0;1;0;0;0;2;9;17;1;0
750300121;FOND ST JEAN DE DIEU CLINIQUE OUDINOT;75;11;16550;6530;0;0;0;1;0;0;12;10;34;61;67;0
750300139;CLINIQUE DE L'ALMA;75;11;24466;365;0;0;0;1;0;0;1;15;50;90;3;0
750300154;MAISON DE CHIRURGIE CLINIQUE TURIN;75;11;51725;664;0;0;0;1;0;0;1;32;107;190;6;0
750300360;HOPITAL PRIVE DES PEUPLIERS;75;11;30303;5602;0;0;0;1;0;0;10;18;63;111;57;0
750300410;CLINIQUE JEANNE D ARC;75;11;5923;0;0;0;0;0;0;0;0;3;12;21;0;0
750300493;CLINIQUE ARAGO;75;11;4512;50;0;0;0;1;0;0;0;2;9;16;0;0
750300550;CLINIQUE SAINTE GENEVIEVE;75;11;6973;767;0;0;0;1;0;0;1;4;14;25;7;0
750300592;CLINIQUE BLOMET;75;11;8454;128;0;0;0;1;0;0;0;5;17;31;1;0
750300667;MATERNITE SAINTE FELICITE;75;11;3092;0;0;0;0;0;0;0;0;1;6;11;0;0
750300741;CLINIQUE CHIRURGICALE VICTOR HUGO;75;11;6917;0;0;0;0;0;0;0;0;4;14;25;0;0
750300766;CLINIQUE BIZET;75;11;14918;3998;0;0;0;1;0;0;7;9;31;55;41;0
750300774;CLINIQUE JOUVENET;75;11;12439;0;0;0;0;0;0;0;0;7;25;45;0;0
750300840;CLINIQUE DE LA MUETTE;75;11;11894;184;0;0;0;1;0;0;0;7;24;43;1;0
750300857;CLINIQUE REMUSAT;75;11;2275;0;0;0;0;0;0;0;0;1;4;8;0;0
750300881;CLINIQUE CHIRURGICALE DU TROCADERO;75;11;15009;296;0;0;0;1;0;0;1;9;31;55;3;0
750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;75;11;28571;203;0;0;0;1;0;0;0;17;59;105;2;0
